@relation class_relation
@attribute 'wordCount' real
@attribute 'DensityinHTML' real
@attribute 'LinkCount' real
@attribute 'wordCountinLink' real
@attribute 'meanofWordinLinks' real
@attribute 'meanofWordinLinksAllWords' real
@attribute 'h1_count' real
@attribute 'h2_count' real
@attribute 'h3_count' real
@attribute 'h4_count' real
@attribute 'h5_count' real
@attribute 'h6_count' real
@attribute 'img_count' real
@attribute 'p_count' real
@attribute 'br_count' real
@attribute 'span_count' real
@attribute 'object_count' real
@attribute 'ul_count' real
@attribute 'li_count' real
@attribute 'input_count' real
@attribute 'div_count' real
@attribute 'td_count' real
@attribute 'dot_count' real
@attribute 'wordCount_AE' real
@attribute 'densityinHTML_AE' real
@attribute 'LinkCount_AE' real
@attribute 'wordCountinLink_AE' real
@attribute 'meanofWordinLinks_AE' real
@attribute 'meanofWordinLinksAllWords_AE' real
@attribute 'h1_count_AE' real
@attribute 'h2_count_AE' real
@attribute 'h3_count_AE' real
@attribute 'h4_count_AE' real
@attribute 'h5_count_AE' real
@attribute 'h6_count_AE' real
@attribute 'img_count_AE' real
@attribute 'p_count_AE' real
@attribute 'br_count_AE' real
@attribute 'span_count_AE' real
@attribute 'object_count_AE' real
@attribute 'ul_count_AE' real
@attribute 'li_count_AE' real
@attribute 'input_count_AE' real
@attribute 'div_count_AE' real
@attribute 'td_count_AE' real
@attribute 'dot_count_AE' real
@attribute 'tagName' {DIV, TD, H1, H2, H3, H4, H5, H6, P, SPAN, FONT, UL, DL, LI, FORM, STRONG, OL, B, TABLE}
@attribute 'hastagORID' real
@attribute 'repeat_tag_count' real
@attribute 'class' {main, headline, summary, others, menu, links, empty}
@data
11,0.0140485312899106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0140485312899106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2,1,3,headline
4,0.00952380952380952,5,4,0.8,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,3,2,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
4,0.00510855683269476,5,4,0.8,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,3,2,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
242,0.576190476190476,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,13,242,0.576190476190476,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,13,DIV,1,1,main
583,0.744572158365262,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,17,583,0.744572158365262,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,17,DIV,1,1,main
3,0.00714285714285714,11,4,0.363636363636364,1.33333333333333,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,9,2,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
3,0.00383141762452107,11,4,0.363636363636364,1.33333333333333,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,9,2,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
2,0.00254129606099111,1,3,3,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0.00381194409148666,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
2,0.00239520958083832,1,3,3,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0.00359281437125749,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,1,others
2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,1,others
218,0.27700127064803,15,12,0.8,0.055045871559633,1,1,1,0,0,0,2,3,4,4,0,3,8,0,18,0,17,28,0.0355781448538755,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,4,0,0,DIV,1,1,others
215,0.25748502994012,22,28,1.27272727272727,0.130232558139535,1,1,1,0,0,0,2,3,4,4,0,3,12,0,18,0,20,30,0.0359281437125748,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,4,0,0,DIV,1,1,others
162,0.20584498094028,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,162,0.20584498094028,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,DIV,1,1,main
155,0.18562874251497,1,13,13,0.0838709677419355,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,155,0.18562874251497,1,13,13,0.0838709677419355,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,DIV,1,1,main
2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,2,others
1,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,2,others
32,0.0406607369758577,1,16,16,0.5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,32,0.0406607369758577,1,16,16,0.5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,DIV,1,2,others
29,0.036848792884371,1,11,11,0.379310344827586,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,29,0.036848792884371,1,11,11,0.379310344827586,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,DIV,1,2,others
29,0.0347305389221557,1,9,9,0.310344827586207,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,29,0.0347305389221557,1,9,9,0.310344827586207,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,DIV,1,3,others
35,0.0419161676646707,1,15,15,0.428571428571429,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,35,0.0419161676646707,1,15,15,0.428571428571429,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,DIV,1,3,others
32,0.0383233532934132,1,17,17,0.53125,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,32,0.0383233532934132,1,17,17,0.53125,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,DIV,1,3,others
28,0.0355781448538755,8,36,4.5,1.28571428571429,0,0,0,0,0,0,4,0,0,16,0,1,4,0,0,0,58,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,links
28,0.0335329341317365,8,36,4.5,1.28571428571429,0,0,0,0,0,0,4,0,0,16,0,1,4,0,0,0,58,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,links
68,0.0864040660736976,4,50,12.5,0.735294117647059,0,0,0,0,0,0,0,1,0,8,0,1,4,0,0,0,2,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.0317662007623888,2,16,8,0.64,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,3,0.00381194409148666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.0317662007623888,2,20,10,0.8,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,3,0.00381194409148666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
68,0.081437125748503,4,50,12.5,0.735294117647059,0,0,0,0,0,0,0,1,0,8,0,1,4,0,0,0,2,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.029940119760479,2,16,8,0.64,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,3,0.00359281437125749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.029940119760479,2,20,10,0.8,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,3,0.00359281437125749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
3,0.00381194409148666,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,3,0.00381194409148666,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
3,0.00359281437125749,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,3,0.00359281437125749,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
21,0.0266836086404066,6,12,2,0.571428571428571,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
21,0.0251497005988024,6,12,2,0.571428571428571,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
142,0.180432020330368,77,137,1.77922077922078,0.964788732394366,0,0,0,0,0,0,0,0,0,2,0,10,81,4,4,0,3,3,0.00381194409148666,1,2,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,DIV,1,1,menu
142,0.170059880239521,77,137,1.77922077922078,0.964788732394366,0,0,0,0,0,0,0,0,0,2,0,10,81,4,4,0,3,3,0.00359281437125749,1,2,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,DIV,1,1,menu
12,0.0152477763659466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0152477763659466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H1,1,1,headline
8,0.00958083832335329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00958083832335329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H1,1,1,headline
18,0.0228716645489199,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0.0228716645489199,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,DIV,1,1,others
16,0.0191616766467066,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0.0191616766467066,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,DIV,1,1,others
122,0.155019059720457,9,87,9.66666666666667,0.713114754098361,0,0,0,0,0,0,0,3,0,14,0,3,8,0,4,0,2,5,0.00635324015247776,1,4,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
122,0.146107784431138,9,87,9.66666666666667,0.713114754098361,0,0,0,0,0,0,0,3,0,14,0,3,8,0,4,0,2,5,0.00598802395209581,1,4,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
11,0.0139771283354511,2,9,4.5,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
11,0.0131736526946108,2,9,4.5,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
25,0.0317662007623888,3,26,8.66666666666667,1.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0.0317662007623888,3,26,8.66666666666667,1.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,DIV,1,4,links
24,0.0304955527318933,3,25,8.33333333333333,1.04166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0.0304955527318933,3,25,8.33333333333333,1.04166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,DIV,1,4,links
16,0.0203303684879288,3,17,5.66666666666667,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.0203303684879288,3,17,5.66666666666667,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,DIV,1,4,links
16,0.0203303684879288,2,17,8.5,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0203303684879288,2,17,8.5,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,4,links
25,0.029940119760479,3,26,8.66666666666667,1.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0.029940119760479,3,26,8.66666666666667,1.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,DIV,1,4,links
24,0.0287425149700599,3,25,8.33333333333333,1.04166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0.0287425149700599,3,25,8.33333333333333,1.04166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,DIV,1,4,links
16,0.0191616766467066,3,17,5.66666666666667,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.0191616766467066,3,17,5.66666666666667,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,DIV,1,4,links
16,0.0191616766467066,2,17,8.5,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0191616766467066,2,17,8.5,1.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,4,links
1066,1.35451080050826,322,704,2.18633540372671,0.660412757973734,1,1,1,5,0,0,16,16,4,53,0,51,315,9,134,0,124,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,DIV,1,1,empty
1126,1.34850299401198,337,751,2.22848664688427,0.66696269982238,1,1,1,5,1,0,16,19,4,56,0,52,322,9,140,0,132,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,DIV,1,1,empty
1034,1.3138500635324,314,685,2.18152866242038,0.66247582205029,1,1,1,5,0,0,15,16,4,53,0,49,304,9,130,0,118,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,DIV,1,1,empty
1094,1.31017964071856,329,732,2.22492401215805,0.669104204753199,1,1,1,5,1,0,15,19,4,56,0,50,311,9,136,0,126,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,DIV,1,1,empty
586,0.744599745870394,87,276,3.17241379310345,0.47098976109215,1,1,1,5,0,0,15,12,4,43,0,13,48,3,85,0,104,2,0.00254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,DIV,1,1,empty
646,0.773652694610778,102,323,3.16666666666667,0.5,1,1,1,5,1,0,15,15,4,46,0,14,55,3,91,0,112,2,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,DIV,1,1,empty
2,0.0019047619047619,1,3,3,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0.00285714285714286,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
2,0.00301204819277108,1,3,3,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0.00451807228915663,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DIV,1,1,menu
2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,1,others
1,0.00150602409638554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00150602409638554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DIV,1,1,others
68,0.0647619047619048,4,50,12.5,0.735294117647059,0,0,0,0,0,0,0,1,0,8,0,1,4,0,0,0,2,2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.0238095238095238,2,16,8,0.64,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,3,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
25,0.0238095238095238,2,20,10,0.8,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,3,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DIV,1,3,links
74,0.0704761904761905,43,69,1.6046511627907,0.932432432432432,0,0,0,0,0,0,0,0,0,0,0,7,49,3,9,0,5,2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,DIV,1,1,menu
74,0.11144578313253,43,69,1.6046511627907,0.932432432432432,0,0,0,0,0,0,0,0,0,0,0,7,49,3,9,0,5,2,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,DIV,1,1,menu
21,0.02,6,12,2,0.571428571428571,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
21,0.0316265060240964,6,12,2,0.571428571428571,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
142,0.135238095238095,77,137,1.77922077922078,0.964788732394366,0,0,0,0,0,0,0,0,0,2,0,10,81,4,4,0,3,3,0.00285714285714286,1,2,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,DIV,1,1,menu
142,0.213855421686747,77,137,1.77922077922078,0.964788732394366,0,0,0,0,0,0,0,0,0,2,0,10,81,4,4,0,3,3,0.00451807228915663,1,2,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,DIV,1,1,menu
8,0.00761904761904762,2,9,4.5,1.125,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
8,0.0120481927710843,2,9,4.5,1.125,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DIV,1,1,menu
14,0.0133333333333333,2,15,7.5,1.07142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0133333333333333,2,15,7.5,1.07142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
10,0.00952380952380952,2,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00952380952380952,2,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,2,16,8,1.06666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,2,16,8,1.06666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,2,17,8.5,1.13333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,2,17,8.5,1.13333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
6,0.00571428571428571,1,7,7,1.16666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00571428571428571,1,7,7,1.16666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
9,0.00857142857142857,1,8,8,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00857142857142857,1,8,8,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
10,0.00952380952380952,1,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00952380952380952,1,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
13,0.0123809523809524,1,9,9,0.692307692307692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0123809523809524,1,9,9,0.692307692307692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
14,0.0133333333333333,1,12,12,0.857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0133333333333333,1,12,12,0.857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,1,14,14,0.933333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,1,14,14,0.933333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
16,0.0152380952380952,1,14,14,0.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0152380952380952,1,14,14,0.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,8,8,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,8,8,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,10,10,0.833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,10,10,0.833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
13,0.0123809523809524,1,10,10,0.769230769230769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0123809523809524,1,10,10,0.769230769230769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
9,0.00857142857142857,1,8,8,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00857142857142857,1,8,8,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,8,8,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,8,8,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
11,0.0104761904761905,1,9,9,0.818181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0104761904761905,1,9,9,0.818181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
11,0.0104761904761905,1,11,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0104761904761905,1,11,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
14,0.0133333333333333,1,13,13,0.928571428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0133333333333333,1,13,13,0.928571428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,1,13,13,0.866666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,1,13,13,0.866666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
9,0.00857142857142857,1,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00857142857142857,1,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,11,11,0.916666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,11,11,0.916666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
16,0.0152380952380952,1,13,13,0.8125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0152380952380952,1,13,13,0.8125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
11,0.0104761904761905,1,10,10,0.909090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0104761904761905,1,10,10,0.909090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
7,0.00666666666666667,1,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00666666666666667,1,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
9,0.00857142857142857,1,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00857142857142857,1,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0114285714285714,1,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,1,14,14,0.933333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,1,14,14,0.933333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
15,0.0142857142857143,1,13,13,0.866666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0142857142857143,1,13,13,0.866666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
11,0.0104761904761905,1,12,12,1.09090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0104761904761905,1,12,12,1.09090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
10,0.00952380952380952,1,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00952380952380952,1,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DIV,1,46,links
